Relief_ID,Authority,split,image_path,view_index,suffix
AO 19871,Sargon II,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19871-1.jpg,1,.jpg
AO 19872,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19872-1.jpg,1,.jpg
AO 19872,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19872-2.jpg,2,.jpg
AO 19872,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19872-3.jpg,3,.jpg
AO 19872,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19872-4.jpg,4,.jpg
AO 19872,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19872-5.jpg,5,.jpg
AO 19872,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19872-6.jpg,6,.jpg
AO 19873,Sargon II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19873-1.jpg,1,.jpg
AO 19873,Sargon II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19873-2.jpg,2,.jpg
AO 19873,Sargon II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19873-3.jpg,3,.jpg
AO 19873,Sargon II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19873-4.jpg,4,.jpg
AO 19873,Sargon II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19873-5.jpg,5,.jpg
AO 19873,Sargon II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19873-6.jpg,6,.jpg
AO 19873,Sargon II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19873-7.jpg,7,.jpg
AO 19873,Sargon II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19873-8.jpg,8,.jpg
AO 19875,Sargon II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19875-1.jpg,1,.jpg
AO 19875,Sargon II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19875-2.jpg,2,.jpg
AO 19875,Sargon II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19875-3.jpg,3,.jpg
AO 19875,Sargon II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19875-4.jpg,4,.jpg
AO 19877,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19877-1.jpg,1,.jpg
AO 19877,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19877-2.jpg,2,.jpg
AO 19877,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19877-3.jpg,3,.jpg
AO 19877,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19877-4.jpg,4,.jpg
AO 19878,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19878-1.jpg,1,.jpg
AO 19878,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19878-2.jpg,2,.jpg
AO 19878,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19878-3.JPG,3,.jpg
AO 19880,Sargon II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19880-1.jpg,1,.jpg
AO 19883,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19883-1.jpg,1,.jpg
AO 19883,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19883-2.jpg,2,.jpg
AO 19883,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19883-3.jpg,3,.jpg
AO 19883,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19883-4.jpg,4,.jpg
AO 19883,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19883-5.jpg,5,.jpg
AO 19883,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19883-6.jpg,6,.jpg
AO 19887,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19887-1.jpg,1,.jpg
AO 19887,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19887-2.jpg,2,.jpg
AO 19887,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19887-3.jpg,3,.jpg
AO 19889,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19889-1.jpg,1,.jpg
AO 19889,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19889-2.jpg,2,.jpg
AO 19889,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19889-3.JPG,3,.jpg
AO 19889,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19889-5.jpg,5,.jpg
AO 19889,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19889-6.jpg,6,.jpg
AO 19889,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19889-7.jpg,7,.jpg
AO 19889,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19889-8.jpg,8,.jpg
AO 19889,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19889-9.jpg,9,.jpg
AO 19889,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19889-10.jpg,10,.jpg
AO 19889,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19889-11.jpg,11,.jpg
AO 19893,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19893-1.jpg,1,.jpg
AO 19894,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19894-1.jpg,1,.jpg
AO 19896,Sargon II,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19896-1.jpg,1,.jpg
AO 19897,Sargon II,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19897-1.jpg,1,.jpg
AO 19897,Sargon II,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19897-2.jpg,2,.jpg
AO 19898,Sargon II,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19898-1.jpg,1,.jpg
AO 19902,Ashurbanipal,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19902-1.jpg,1,.jpg
AO 19904,Ashurbanipal,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19904-1.jpg,1,.jpg
AO 19904,Ashurbanipal,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19904-2.jpg,2,.jpg
AO 19909,Ashurbanipal,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19909-1.jpg,1,.jpg
AO 19917,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19917-1.jpg,1,.jpg
AO 19922,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19922-1.jpg,1,.jpg
AO 19922,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 19922-2.jpg,2,.jpg
AO 22196,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 22196-1.jpg,1,.jpg
AO 22196,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 22196-2.jpg,2,.jpg
AO 22197,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/AO 22197-1.jpg,1,.jpg
BM 102401,Ashurnasirpal II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 102401-1.jpg,1,.jpg
BM 102401,Ashurnasirpal II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 102401-2.jpg,2,.jpg
BM 102401,Ashurnasirpal II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 102401-3.png,3,.png
BM 102401,Ashurnasirpal II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 102401-4.png,4,.png
BM 115634,OTHER,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 115634-1.jpg,1,.jpg
BM 115634,OTHER,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 115634-2.jpg,2,.jpg
BM 115634,OTHER,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 115634-3.jpg,3,.jpg
BM 115634,OTHER,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 115634-4.jpg,4,.jpg
BM 115634,OTHER,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 115634-5.jpg,5,.jpg
BM 115634,OTHER,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 115634-6.jpg,6,.jpg
BM 115634,OTHER,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 115634-7.jpg,7,.jpg
BM 115634,OTHER,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 115634-8.jpg,8,.jpg
BM 118803,Ashurnasirpal II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118803-1.jpg,1,.jpg
BM 118810,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118810-1.jpg,1,.jpg
BM 118810,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118810-2.jpg,2,.jpg
BM 118811,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118811-1.jpg,1,.jpg
BM 118811,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118811-2.jpg,2,.jpg
BM 118812,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118812-1.jpg,1,.jpg
BM 118812,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118812-2.jpg,2,.jpg
BM 118812,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118812-3.jpg,3,.jpg
BM 118812,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118812-4.jpg,4,.jpg
BM 118816,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118816-1.jpg,1,.jpg
BM 118816,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118816-2.jpg,2,.jpg
BM 118816,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118816-3.jpg,3,.jpg
BM 118818,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118818-1.jpg,1,.jpg
BM 118818,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118818-2.jpg,2,.jpg
BM 118818,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118818-3.jpg,3,.jpg
BM 118820,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118820-1.jpg,1,.jpg
BM 118822,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118822-1.jpg,1,.jpg
BM 118822,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118822-2.jpg,2,.jpg
BM 118826,Sargon II,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118826-1.jpg,1,.jpg
BM 118826,Sargon II,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118826-2.jpg,2,.jpg
BM 118827,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118827-1.jpg,1,.jpg
BM 118827,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118827-2.jpg,2,.jpg
BM 118827,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118827-3.jpg,3,.jpg
BM 118828,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118828-1.jpg,1,.jpg
BM 118828,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118828-2.jpg,2,.jpg
BM 118828,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118828-3.jpg,3,.jpg
BM 118828,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118828-4.jpg,4,.jpg
BM 118828,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118828-5.jpg,5,.jpg
BM 118829,Sargon II,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118829-1.jpg,1,.jpg
BM 118829,Sargon II,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118829-2.jpg,2,.jpg
BM 118830,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118830-1.jpg,1,.jpg
BM 118830,Sargon II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118830-2.jpg,2,.jpg
BM 118832,Sargon II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118832-1.jpg,1,.jpg
BM 118832,Sargon II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118832-2.jpg,2,.jpg
BM 118832,Sargon II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118832-3.jpg,3,.jpg
BM 118832,Sargon II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118832-4.jpg,4,.jpg
BM 118832,Sargon II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118832-5.jpg,5,.jpg
BM 118874,Ashurnasirpal II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118874-1.jpg,1,.jpg
BM 118876,Ashurnasirpal II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118876-1.jpg,1,.jpg
BM 118876,Ashurnasirpal II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118876-2.jpg,2,.jpg
BM 118876,Ashurnasirpal II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118876-3.jpg,3,.jpg
BM 118876,Ashurnasirpal II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118876-4.jpg,4,.jpg
BM 118879,OTHER,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118879-1.jpg,1,.jpg
BM 118882,OTHER,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118882-1.jpg,1,.jpg
BM 118882,OTHER,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118882-2.jpg,2,.jpg
BM 118882,OTHER,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118882-3.jpg,3,.jpg
BM 118882,OTHER,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118882-4.jpg,4,.jpg
BM 118882,OTHER,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118882-5.jpg,5,.jpg
BM 118882,OTHER,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118882-6.jpg,6,.jpg
BM 118882,OTHER,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118882-7.jpg,7,.jpg
BM 118900,OTHER,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118900-1.jpg,1,.jpg
BM 118900,OTHER,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118900-2.jpg,2,.jpg
BM 118905,OTHER,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118905-1.jpg,1,.jpg
BM 118905,OTHER,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118905-2.jpg,2,.jpg
BM 118907,OTHER,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118907-1.jpg,1,.jpg
BM 118907,OTHER,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118907-2.jpg,2,.jpg
BM 118908,OTHER,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118908-1.jpg,1,.jpg
BM 118908,OTHER,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118908-2.jpg,2,.jpg
BM 118908,OTHER,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118908-3.jpg,3,.jpg
BM 118908,OTHER,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118908-4.jpg,4,.jpg
BM 118908,OTHER,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118908-5.jpg,5,.jpg
BM 118908,OTHER,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118908-6.jpg,6,.jpg
BM 118908,OTHER,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118908-7.png,7,.png
BM 118908,OTHER,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118908-8.jpg,8,.jpg
BM 118908,OTHER,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118908-9.png,9,.png
BM 118908,OTHER,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118908-10.png,10,.png
BM 118908,OTHER,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118908-11.png,11,.png
BM 118908,OTHER,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118908-12.png,12,.png
BM 118908,OTHER,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118908-13.png,13,.png
BM 118911,Ashurbanipal,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118911-1.jpg,1,.jpg
BM 118911,Ashurbanipal,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118911-2.png,2,.png
BM 118911,Ashurbanipal,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118911-3.png,3,.png
BM 118911,Ashurbanipal,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118911-4.png,4,.png
BM 118911,Ashurbanipal,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118911-5.png,5,.png
BM 118911,Ashurbanipal,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118911-6.png,6,.png
BM 118911,Ashurbanipal,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118911-7.png,7,.png
BM 118912,Ashurbanipal,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118912-1.jpg,1,.jpg
BM 118912,Ashurbanipal,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118912-2.jpg,2,.jpg
BM 118914,Ashurbanipal,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118914-1.jpg,1,.jpg
BM 118914,Ashurbanipal,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118914-2.jpg,2,.jpg
BM 118914,Ashurbanipal,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118914-3.jpg,3,.jpg
BM 118917,Ashurbanipal,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118917-1.jpg,1,.jpg
BM 118918,Ashurbanipal,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118918-1.jpg,1,.jpg
BM 118918,Ashurbanipal,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118918-2.jpg,2,.jpg
BM 118918,Ashurbanipal,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118918-3.jpg,3,.jpg
BM 118918,Ashurbanipal,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118918-4.jpg,4,.jpg
BM 118918,Ashurbanipal,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118918-5.jpg,5,.jpg
BM 118921,Ashurnasirpal II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 118921-1.jpg,1,.jpg
BM 124530,Ashurnasirpal II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124530-1.jpg,1,.jpg
BM 124532,Ashurnasirpal II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124532-1.jpg,1,.jpg
BM 124532,Ashurnasirpal II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124532-2.jpg,2,.jpg
BM 124532,Ashurnasirpal II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124532-3.jpg,3,.jpg
BM 124532,Ashurnasirpal II,train,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124532-4.jpg,4,.jpg
BM 124533,Ashurnasirpal II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124533-1.jpg,1,.jpg
BM 124533,Ashurnasirpal II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124533-2.jpg,2,.jpg
BM 124533,Ashurnasirpal II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124533-3.jpg,3,.jpg
BM 124533,Ashurnasirpal II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124533-4.jpg,4,.jpg
BM 124533,Ashurnasirpal II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124533-5.jpg,5,.jpg
BM 124534,Ashurnasirpal II,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124534-1.jpg,1,.jpg
BM 124534,Ashurnasirpal II,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124534-2.jpg,2,.jpg
BM 124534,Ashurnasirpal II,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124534-3.jpg,3,.jpg
BM 124534,Ashurnasirpal II,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124534-4.jpg,4,.jpg
BM 124534,Ashurnasirpal II,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124534-5.jpg,5,.jpg
BM 124534,Ashurnasirpal II,val,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124534-6.jpg,6,.jpg
BM 124535,Ashurnasirpal II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124535-1.jpg,1,.jpg
BM 124535,Ashurnasirpal II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124535-2.jpg,2,.jpg
BM 124535,Ashurnasirpal II,test,/mnt/c/Users/chend/Desktop/My_Files/Thesis/Dataset/dataset/BM 124535-3.jpg,3,.jpg
