Relief_ID,Authority,split,image_path,view_index,suffix
AO 19902,Ashurbanipal,test,/home/kostya/projects/dataset_v2/AO 19902-1.jpg,1,.jpg
AO 19904,Ashurbanipal,test,/home/kostya/projects/dataset_v2/AO 19904-1.jpg,1,.jpg
AO 19904,Ashurbanipal,test,/home/kostya/projects/dataset_v2/AO 19904-2.jpg,2,.jpg
AO 19909,Ashurbanipal,test,/home/kostya/projects/dataset_v2/AO 19909-1.jpg,1,.jpg
AO 19917,Sargon II,test,/home/kostya/projects/dataset_v2/AO 19917-1.jpg,1,.jpg
AO 19918,Sargon II,train,/home/kostya/projects/dataset_v2/AO 19918-1.jpg,1,.jpg
AO 19922,Sargon II,val,/home/kostya/projects/dataset_v2/AO 19922-1.jpg,1,.jpg
AO 19922,Sargon II,val,/home/kostya/projects/dataset_v2/AO 19922-2.jpg,2,.jpg
AO 22196,Sargon II,train,/home/kostya/projects/dataset_v2/AO 22196-1.jpg,1,.jpg
AO 22196,Sargon II,train,/home/kostya/projects/dataset_v2/AO 22196-2.jpg,2,.jpg
AO 22197,Sargon II,train,/home/kostya/projects/dataset_v2/AO 22197-1.jpg,1,.jpg
AO 7374,Sargon II,train,/home/kostya/projects/dataset_v2/AO 7374-1.jpg,1,.jpg
AO 7375,Sargon II,val,/home/kostya/projects/dataset_v2/AO 7375-1.jpg,1,.jpg
BM 102401,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 102401-1.jpg,1,.jpg
BM 102401,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 102401-2.jpg,2,.jpg
BM 102401,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 102401-3.png,3,.png
BM 102401,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 102401-4.png,4,.png
BM 118803,Ashurnasirpal II,test,/home/kostya/projects/dataset_v2/BM 118803-1.jpg,1,.jpg
BM 118810,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118810-1.jpg,1,.jpg
BM 118810,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118810-2.jpg,2,.jpg
BM 118811,Sargon II,test,/home/kostya/projects/dataset_v2/BM 118811-1.jpg,1,.jpg
BM 118811,Sargon II,test,/home/kostya/projects/dataset_v2/BM 118811-2.jpg,2,.jpg
BM 118812,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118812-1.jpg,1,.jpg
BM 118812,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118812-2.jpg,2,.jpg
BM 118812,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118812-3.jpg,3,.jpg
BM 118812,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118812-4.jpg,4,.jpg
BM 118814,Sargon II,test,/home/kostya/projects/dataset_v2/BM 118814-1.jpg,1,.jpg
BM 118816,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118816-1.jpg,1,.jpg
BM 118816,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118816-2.jpg,2,.jpg
BM 118816,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118816-3.jpg,3,.jpg
BM 118818,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118818-1.jpg,1,.jpg
BM 118818,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118818-2.jpg,2,.jpg
BM 118818,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118818-3.jpg,3,.jpg
BM 118820,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118820-1.jpg,1,.jpg
BM 118822,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118822-1.jpg,1,.jpg
BM 118822,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118822-2.jpg,2,.jpg
BM 118824,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118824-1.jpg,1,.jpg
BM 118826,Sargon II,val,/home/kostya/projects/dataset_v2/BM 118826-1.jpg,1,.jpg
BM 118826,Sargon II,val,/home/kostya/projects/dataset_v2/BM 118826-2.jpg,2,.jpg
BM 118827,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118827-1.jpg,1,.jpg
BM 118827,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118827-2.jpg,2,.jpg
BM 118827,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118827-3.jpg,3,.jpg
BM 118828,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118828-1.jpg,1,.jpg
BM 118828,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118828-2.jpg,2,.jpg
BM 118828,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118828-3.jpg,3,.jpg
BM 118828,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118828-4.jpg,4,.jpg
BM 118828,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118828-5.jpg,5,.jpg
BM 118829,Sargon II,test,/home/kostya/projects/dataset_v2/BM 118829-1.jpg,1,.jpg
BM 118829,Sargon II,test,/home/kostya/projects/dataset_v2/BM 118829-2.jpg,2,.jpg
BM 118830,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118830-1.jpg,1,.jpg
BM 118830,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118830-2.jpg,2,.jpg
BM 118831,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118831-1.jpg,1,.jpg
BM 118832,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118832-1.jpg,1,.jpg
BM 118832,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118832-2.jpg,2,.jpg
BM 118832,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118832-3.jpg,3,.jpg
BM 118832,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118832-4.jpg,4,.jpg
BM 118832,Sargon II,train,/home/kostya/projects/dataset_v2/BM 118832-5.jpg,5,.jpg
BM 118874,Ashurnasirpal II,val,/home/kostya/projects/dataset_v2/BM 118874-1.jpg,1,.jpg
BM 118876,Ashurnasirpal II,val,/home/kostya/projects/dataset_v2/BM 118876-1.jpg,1,.jpg
BM 118876,Ashurnasirpal II,val,/home/kostya/projects/dataset_v2/BM 118876-2.jpg,2,.jpg
BM 118876,Ashurnasirpal II,val,/home/kostya/projects/dataset_v2/BM 118876-3.jpg,3,.jpg
BM 118876,Ashurnasirpal II,val,/home/kostya/projects/dataset_v2/BM 118876-4.jpg,4,.jpg
BM 118911,Ashurbanipal,val,/home/kostya/projects/dataset_v2/BM 118911-1.jpg,1,.jpg
BM 118911,Ashurbanipal,val,/home/kostya/projects/dataset_v2/BM 118911-2.png,2,.png
BM 118911,Ashurbanipal,val,/home/kostya/projects/dataset_v2/BM 118911-3.png,3,.png
BM 118911,Ashurbanipal,val,/home/kostya/projects/dataset_v2/BM 118911-4.png,4,.png
BM 118911,Ashurbanipal,val,/home/kostya/projects/dataset_v2/BM 118911-5.png,5,.png
BM 118911,Ashurbanipal,val,/home/kostya/projects/dataset_v2/BM 118911-6.png,6,.png
BM 118911,Ashurbanipal,val,/home/kostya/projects/dataset_v2/BM 118911-7.png,7,.png
BM 118912,Ashurbanipal,test,/home/kostya/projects/dataset_v2/BM 118912-1.jpg,1,.jpg
BM 118912,Ashurbanipal,test,/home/kostya/projects/dataset_v2/BM 118912-2.jpg,2,.jpg
BM 118914,Ashurbanipal,val,/home/kostya/projects/dataset_v2/BM 118914-1.jpg,1,.jpg
BM 118914,Ashurbanipal,val,/home/kostya/projects/dataset_v2/BM 118914-2.jpg,2,.jpg
BM 118914,Ashurbanipal,val,/home/kostya/projects/dataset_v2/BM 118914-3.jpg,3,.jpg
BM 118917,Ashurbanipal,train,/home/kostya/projects/dataset_v2/BM 118917-1.jpg,1,.jpg
BM 118918,Ashurbanipal,train,/home/kostya/projects/dataset_v2/BM 118918-1.jpg,1,.jpg
BM 118918,Ashurbanipal,train,/home/kostya/projects/dataset_v2/BM 118918-2.jpg,2,.jpg
BM 118918,Ashurbanipal,train,/home/kostya/projects/dataset_v2/BM 118918-3.jpg,3,.jpg
BM 118918,Ashurbanipal,train,/home/kostya/projects/dataset_v2/BM 118918-4.jpg,4,.jpg
BM 118918,Ashurbanipal,train,/home/kostya/projects/dataset_v2/BM 118918-5.jpg,5,.jpg
BM 118921,Ashurnasirpal II,val,/home/kostya/projects/dataset_v2/BM 118921-1.jpg,1,.jpg
BM 118922,Ashurnasirpal II,val,/home/kostya/projects/dataset_v2/BM 118922-1.jpg,1,.jpg
BM 124530,Ashurnasirpal II,val,/home/kostya/projects/dataset_v2/BM 124530-1.jpg,1,.jpg
BM 124532,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124532-1.jpg,1,.jpg
BM 124532,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124532-2.jpg,2,.jpg
BM 124532,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124532-3.jpg,3,.jpg
BM 124532,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124532-4.jpg,4,.jpg
BM 124533,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124533-1.jpg,1,.jpg
BM 124533,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124533-2.jpg,2,.jpg
BM 124533,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124533-3.jpg,3,.jpg
BM 124533,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124533-4.jpg,4,.jpg
BM 124533,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124533-5.jpg,5,.jpg
BM 124534,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124534-1.jpg,1,.jpg
BM 124534,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124534-2.jpg,2,.jpg
BM 124534,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124534-3.jpg,3,.jpg
BM 124534,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124534-4.jpg,4,.jpg
BM 124534,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124534-5.jpg,5,.jpg
BM 124534,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124534-6.jpg,6,.jpg
BM 124535,Ashurnasirpal II,val,/home/kostya/projects/dataset_v2/BM 124535-1.jpg,1,.jpg
BM 124535,Ashurnasirpal II,val,/home/kostya/projects/dataset_v2/BM 124535-2.jpg,2,.jpg
BM 124535,Ashurnasirpal II,val,/home/kostya/projects/dataset_v2/BM 124535-3.jpg,3,.jpg
BM 124535,Ashurnasirpal II,val,/home/kostya/projects/dataset_v2/BM 124535-4.jpg,4,.jpg
BM 124536,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124536-1.jpg,1,.jpg
BM 124536,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124536-2.jpg,2,.jpg
BM 124536,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124536-3.jpg,3,.jpg
BM 124536,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124536-4.jpg,4,.jpg
BM 124537,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124537-1.jpg,1,.jpg
BM 124537,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124537-2.jpg,2,.jpg
BM 124537,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124537-3.jpg,3,.jpg
BM 124537,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124537-4.jpg,4,.jpg
BM 124537,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124537-5.jpg,5,.jpg
BM 124538,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124538-1.jpg,1,.jpg
BM 124538,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124538-2.jpg,2,.jpg
BM 124538,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124538-3.jpg,3,.jpg
BM 124538,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124538-4.jpg,4,.jpg
BM 124538,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124538-5.jpg,5,.jpg
BM 124538,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124538-6.jpg,6,.jpg
BM 124538,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124538-7.jpg,7,.jpg
BM 124539,Ashurnasirpal II,test,/home/kostya/projects/dataset_v2/BM 124539-1.jpg,1,.jpg
BM 124539,Ashurnasirpal II,test,/home/kostya/projects/dataset_v2/BM 124539-2.jpg,2,.jpg
BM 124540,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124540-1.jpg,1,.jpg
BM 124540,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124540-2.jpg,2,.jpg
BM 124540,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124540-3.jpg,3,.jpg
BM 124540,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124540-4.jpg,4,.jpg
BM 124540,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124540-5.jpg,5,.jpg
BM 124540,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124540-6.jpg,6,.jpg
BM 124542,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124542-1.jpg,1,.jpg
BM 124542,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124542-2.jpg,2,.jpg
BM 124542,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124542-3.jpg,3,.jpg
BM 124544,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124544-1.jpg,1,.jpg
BM 124544,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124544-2.jpg,2,.jpg
BM 124544,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124544-3.jpg,3,.jpg
BM 124544,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124544-4.jpg,4,.jpg
BM 124544,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124544-5.jpg,5,.jpg
BM 124547,Ashurnasirpal II,val,/home/kostya/projects/dataset_v2/BM 124547-1.jpg,1,.jpg
BM 124547,Ashurnasirpal II,val,/home/kostya/projects/dataset_v2/BM 124547-2.jpg,2,.jpg
BM 124547,Ashurnasirpal II,val,/home/kostya/projects/dataset_v2/BM 124547-3.jpg,3,.jpg
BM 124548,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124548-1.jpg,1,.jpg
BM 124548,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124548-10.jpg,10,.jpg
BM 124548,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124548-11.jpg,11,.jpg
BM 124548,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124548-12.jpg,12,.jpg
BM 124548,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124548-13.jpg,13,.jpg
BM 124548,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124548-2.jpg,2,.jpg
BM 124548,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124548-3.jpg,3,.jpg
BM 124548,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124548-4.jpg,4,.jpg
BM 124548,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124548-5.jpg,5,.jpg
BM 124548,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124548-6.jpg,6,.jpg
BM 124548,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124548-7.jpg,7,.jpg
BM 124548,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124548-8.jpg,8,.jpg
BM 124548,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124548-9.jpg,9,.jpg
BM 124549,Ashurnasirpal II,test,/home/kostya/projects/dataset_v2/BM 124549-1.jpg,1,.jpg
BM 124549,Ashurnasirpal II,test,/home/kostya/projects/dataset_v2/BM 124549-2.jpg,2,.jpg
BM 124551,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124551-1.jpg,1,.jpg
BM 124551,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124551-2.jpg,2,.jpg
BM 124551,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124551-3.jpg,3,.jpg
BM 124552,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124552-1.jpg,1,.jpg
BM 124552,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124552-10.jpg,10,.jpg
BM 124552,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124552-2.jpg,2,.jpg
BM 124552,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124552-3.jpg,3,.jpg
BM 124552,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124552-4.jpg,4,.jpg
BM 124552,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124552-5.jpg,5,.jpg
BM 124552,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124552-6.jpg,6,.jpg
BM 124552,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124552-7.jpg,7,.jpg
BM 124552,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124552-8.jpg,8,.jpg
BM 124552,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124552-9.jpg,9,.jpg
BM 124553,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124553-1.jpg,1,.jpg
BM 124553,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124553-2.jpg,2,.jpg
BM 124553,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124553-3.jpg,3,.jpg
BM 124553,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124553-4.jpg,4,.jpg
BM 124553,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124553-5.jpg,5,.jpg
BM 124554,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124554-1.jpg,1,.jpg
BM 124554,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124554-2.jpg,2,.jpg
BM 124554,Ashurnasirpal II,train,/home/kostya/projects/dataset_v2/BM 124554-3.jpg,3,.jpg
